Region,Subregion,Country_Name,ISO3,Cost_100_MB_USD,Cost_100_MB_Share_GNICM,Cost_500_MB_USD,Cost_500_MB_Share_GNICM,Cost_1_GB_USD,Cost_1_GB_Share_GNICM,Cost_2_GB_USD,Cost_2_GB_Share_GNICM,Cost_5_GB_USD,Cost_5_GB_Share_GNICM,Cost_10_GB_USD,Cost_10_GB_Share_GNICM,GBs_per_2%_GNICM
Asia,Southern Asia,Afghanistan,AFG,0.66073845849,0.01391028334,1.98221537547,0.04173085001,1.98221537547,0.04173085001,2.64295383396,0.05564113335,6.60738458491,0.13910283337,13.21476916982,0.27820566673,0.47926174509
Africa,Northern Africa,Algeria,DZA,6.72549663081,0.02038029282,6.72549663081,0.02038029282,6.72549663081,0.02038029282,12.61030618276,0.03821304904,16.81374157702,0.05095073205,16.81374157702,0.05095073205,0.98134016896
Africa,Middle Africa,Angola,AGO,3.25970800965,0.01174669553,6.51941601930,0.02349339106,13.03883203861,0.04698678212,26.07766407722,0.09397356424,65.19416019305,0.23493391061,81.49270024131,0.29366738826,0.42565162152
Americas,Southern America,Argentina,ARG,12.14864362107,0.01117973339,12.14864362107,0.01117973339,12.14864362107,0.01117973339,12.14864362107,0.01117973339,12.14864362107,0.01117973339,15.38828192002,0.01416099563,1.78895142628
Asia,Southern Asia,Bangladesh,BGD,0.65666645859,0.00536054252,1.87200195783,0.01528164864,2.87710368016,0.02348656065,4.23399100530,0.03456319188,7.65133686121,0.06245989274,14.53628365914,0.11866354007,0.85155082067
Americas,Central America,Belize,BLZ,17.11146201016,0.04677392805,17.11146201016,0.04677392805,17.11146201016,0.04677392805,17.11146201016,0.04677392805,17.11146201016,0.04677392805,34.22292402032,0.09354785609,0.42758863400
Africa,Western Africa,Benin,BEN,1.74014747887,0.02610221218,3.48029495773,0.05220442437,5.22044243660,0.07830663655,6.96058991546,0.10440884873,7.83066365490,0.11745995482,11.83300285629,0.17749504284,0.25540619392
Americas,Southern America,Bolivia,BOL,1.27879426956,0.00490272563,2.84176504346,0.01089494585,5.68353008691,0.02178989171,7.10441260864,0.02723736463,19.89235530420,0.07626462097,28.13347393023,0.10785996395,0.91785678740
Africa,Southern Africa,Botswana,BWA,5.58617522332,0.00982904731,8.84477743693,0.01556265825,8.84477743693,0.01556265825,13.49992345637,0.02375353101,31.98750336213,0.05628299712,62.24595248846,0.10952367007,1.28512749447
Americas,Southern America,Brazil,BRA,5.24530899061,0.00733609649,5.24530899061,0.00733609649,5.24530899061,0.00733609649,5.24530899061,0.00733609649,13.11327247653,0.01834024123,20.80084173790,0.02909208635,2.72624549394
Africa,Western Africa,Burkina Faso,BFA,2.25670472837,0.04439419138,5.51638933601,0.10851913448,7.52234909455,0.14798063793,11.58441760561,0.22789018241,17.55214788729,0.34528815516,33.34908098585,0.65604749480,0.13515281648
Africa,Eastern Africa,Burundi,BDI,0.55330594929,0.02289541859,2.21322379718,0.09158167437,3.21707887661,0.13312050524,3.55696681689,0.14718483380,8.53672036055,0.35324360113,16.59917847884,0.68686255775,0.15023981440
Asia,South-Eastern Asia,Cambodia,KHM,1.00000000000,0.00975609756,1.00000000000,0.00975609756,2.00000000000,0.01951219512,2.50000000000,0.02439024390,4.50000000000,0.04390243902,8.50000000000,0.08292682927,1.02500000000
Africa,Middle Africa,Cameroon,CMR,1.47912535704,0.01305110609,2.95825071407,0.02610221218,3.48029495773,0.03070848492,5.22044243660,0.04606272738,8.70073739433,0.07677121230,17.40147478866,0.15354242461,0.65128579451
Africa,Western Africa,Cape Verde,CPV,5.17059859135,0.02075156625,5.17059859135,0.02075156625,5.17059859135,0.02075156625,5.17059859135,0.02075156625,5.17059859135,0.02075156625,10.34119718270,0.04150313251,0.96378267338
Africa,Middle Africa,Central African Republic,CAF,7.45777490943,0.22946999721,7.45777490943,0.22946999721,9.19792238829,0.28301299656,13.79688358244,0.42451949484,26.10221218299,0.80314499025,43.50368697166,1.33857498374,0.07066813271
Africa,Middle Africa,Chad,TCD,5.22044243660,0.09943699879,10.44088487320,0.19887399758,12.18103235206,0.23201966385,18.64443727357,0.35513213854,20.88176974639,0.39774799517,41.76353949279,0.79549599034,0.08619959045
Asia,Eastern Asia,China,CHN,9.82855161289,0.01357222317,9.82855161289,0.01357222317,9.82855161289,0.01357222317,9.82855161289,0.01357222317,12.71930208727,0.01756405352,12.71930208727,0.01756405352,1.47359793221
Americas,Southern America,Colombia,COL,9.38871540658,0.01932497168,9.38871540658,0.01932497168,12.51828720878,0.02576662890,13.08161013317,0.02692612720,32.70402533294,0.06731531801,65.40805066587,0.13463063602,0.77619777407
Africa,Eastern Africa,Comoros,COM,6.07847719673,0.09597595574,6.07847719673,0.09597595574,6.07847719673,0.09597595574,9.26244144263,0.14624907541,17.36707770493,0.27421701639,23.15610360657,0.36562268852,0.20838552579
Africa,Middle Africa,Congo Brazzaville,COG,3.72888745471,0.03290194813,4.59896119415,0.04057906936,8.87475214222,0.07830663655,17.40147478866,0.15354242461,31.32265461959,0.27637636429,43.50368697166,0.38385606151,0.25540619392
Americas,Central America,Costa Rica,CRI,6.57673250707,0.00714862229,6.57673250707,0.00714862229,6.57673250707,0.00714862229,6.57673250707,0.00714862229,19.73019752121,0.02144586687,32.88366253535,0.03574311145,2.79774188478
Africa,Western Africa,Cote d'Ivoire,CIV,3.51042957746,0.02735399671,3.51042957746,0.02735399671,7.02085915492,0.05470799341,8.77607394365,0.06838499177,17.55214788729,0.13676998354,26.32822183094,0.20515497531,0.36557729048
Americas,Caribbean,Cuba,CUB,6.86721174800,NA,6.86721174800,NA,9.81030249715,NA,19.62060499429,NA,39.24120998858,NA,78.48241997717,NA,NA
Africa,Middle Africa,D.R. Congo,COD,8.57142857143,0.22857142857,8.57142857143,0.22857142857,12.57142857143,0.33523809524,20.00000000000,0.53333333333,40.00000000000,1.06666666667,52.85714285714,1.40952380952,0.05965909091
Americas,Caribbean,Dominican Republic,DOM,7.90517543644,0.01430800984,7.90517543644,0.01430800984,7.90517543644,0.01430800984,12.70474623714,0.02299501581,16.60086841653,0.03004682066,16.60086841653,0.03004682066,1.39781844044
Americas,Southern America,Ecuador,ECU,10.00000000000,0.02037351443,10.00000000000,0.02037351443,10.00000000000,0.02037351443,10.00000000000,0.02037351443,25.00000000000,0.05093378608,50.00000000000,0.10186757216,0.98166666667
Africa,Northern Africa,Egypt,EGY,0.27910573651,0.00111271390,0.55821147302,0.00222542780,1.11642294605,0.00445085560,2.23284589210,0.00890171120,4.46569178419,0.01780342240,8.37317209536,0.03338141699,4.49351805642
Americas,Central America,El Salvador,SLV,15.00000000000,0.05056179775,15.00000000000,0.05056179775,15.00000000000,0.05056179775,15.00000000000,0.05056179775,25.00000000000,0.08426966292,35.00000000000,0.11797752809,0.39555555556
Africa,West Africa,Equatorial Guinea,GNQ,26.09784953720,NA,29.57756280882,NA,34.79713271626,NA,69.59426543253,NA,139.18853086506,NA,278.37706173011,NA,NA
Africa,Eastern Africa,Ethiopia,ETH,1.95707352859,0.03173632749,1.95707352859,0.03173632749,3.55831550652,0.05770241362,6.76079946239,0.10963458588,15.04659128471,0.24399877759,24.90820854564,0.40391689533,0.34660595191
Oceania,Melanesia,Fiji,FJI,12.01021812516,0.02899851459,12.01021812516,0.02899851459,12.01021812516,0.02899851459,12.01021812516,0.02899851459,12.01021812516,0.02899851459,14.03531333491,0.03388808049,0.68969049912
Africa,Middle Africa,Gabon,GAB,5.22044243660,0.00947735389,5.22044243660,0.00947735389,6.96058991546,0.01263647186,10.44088487320,0.01895470779,26.10221218299,0.04738676947,26.10221218299,0.04738676947,1.58272025798
Africa,Western Africa,Gambia,GMB,0.81266768245,0.02167113820,2.94592034887,0.07855787597,5.07917301529,0.13544461374,10.05676257028,0.26818033521,19.70719129933,0.52552510132,26.41169967951,0.70431199145,0.14766183348
Asia,Western Asia,Georgia,GEO,1.11523542519,0.00353108842,1.11523542519,0.00353108842,1.85872570866,0.00588514736,2.60221599212,0.00823920631,5.57617712597,0.01765544209,11.15235425195,0.03531088418,3.39838559140
Africa,Western Africa,Ghana,GHA,0.87752907738,0.00706734827,4.09513569442,0.03298095861,4.09513569442,0.03298095861,8.19027138884,0.06596191723,16.38054277768,0.13192383445,24.57081416652,0.19788575168,0.60641051204
Americas,Central America,Guatemala,GTM,12.60715109013,0.03726251554,12.60715109013,0.03726251554,12.60715109013,0.03726251554,12.60715109013,0.03726251554,19.10174407596,0.05645835687,38.20348815191,0.11291671375,0.53673241625
Africa,Western Africa,Guinea,GIN,4.74853788531,0.06949079832,4.74853788531,0.06949079832,4.74853788531,0.06949079832,6.48175421345,0.09485493971,9.80573073317,0.14349849853,16.34288455529,0.23916416422,0.28780788943
Africa,Western Africa,Guinea-Bissau,GNB,5.22044243660,0.09491713521,7.45777490943,0.13559590744,12.67821734603,0.23051304266,17.40147478866,0.31639045070,17.40147478866,0.31639045070,26.10221218299,0.47458567605,0.08676298647
Americas,Southern America,Guyana,GUY,2.13568369154,0.00574623415,5.57134876054,0.01499017604,7.89274407744,0.02123608272,15.78548815488,0.04247216544,35.28520881678,0.09493778157,52.92781322517,0.14240667235,0.94179328006
Americas,Caribbean,Haiti,HTI,2.44747275213,0.03864430661,2.44747275213,0.03864430661,2.44747275213,0.03864430661,2.44747275213,0.03864430661,3.67120912819,0.05796645992,6.11868188031,0.09661076653,0.51754066131
Americas,Central America,Honduras,HND,18.86219899213,0.10059839462,18.86219899213,0.10059839462,18.86219899213,0.10059839462,22.39886130315,0.11946059362,28.29329848819,0.15089759194,49.85009733634,0.26586718579,0.19881032967
Asia,Southern Asia,India,IND,0.41585048823,0.00274187135,0.49010950399,0.00323149124,0.72773835441,0.00479827486,1.40696081852,0.00927666474,2.81392163705,0.01855332948,2.95550882709,0.01948687139,4.16816471876
Asia,South-Eastern Asia,Indonesia,IDN,2.29700023121,0.00778644146,2.29700023121,0.00778644146,2.29700023121,0.00778644146,2.29700023121,0.00778644146,6.89100069363,0.02335932439,11.48500115604,0.03893220731,2.56856743845
Asia,Southern Asia,Iran,IRN,1.65973013614,0.00368828919,1.65973013614,0.00368828919,1.65973013614,0.00368828919,3.31946027228,0.00737657838,5.29038980895,0.01175642180,7.62438531290,0.01694307847,5.42256828627
Americas,Caribbean,Jamaica,JAM,1.48452546283,0.00375038012,3.05152456248,0.00770911468,5.89961415414,0.01490428839,9.07210005063,0.02291898960,20.72837405507,0.05236641867,23.09261831069,0.05833924626,1.34189566637
Asia,Western Asia,Jordan,JOR,4.07577277601,0.01228876214,5.70608188641,0.01720426699,8.15154555201,0.02457752428,11.04674966186,0.03330678290,11.04674966186,0.03330678290,11.41216377281,0.03440853399,0.81375161201
Asia,Central Asia,Kazakhstan,KAZ,2.12547511647,0.00323266177,2.12547511647,0.00323266177,2.12547511647,0.00323266177,2.12547511647,0.00323266177,4.27785498125,0.00650624332,8.55570996251,0.01301248663,6.18685201162
Africa,Eastern Africa,Kenya,KEN,2.08372248159,0.01736435401,2.56992439396,0.02141603662,4.86201912371,0.04051682603,4.86201912371,0.04051682603,9.72403824741,0.08103365206,19.44807649482,0.16206730412,0.49362208147
Asia,Central Asia,Kyrgyzstan,KGZ,3.07728772466,0.03267916168,3.07728772466,0.03267916168,3.07728772466,0.03267916168,3.07728772466,0.03267916168,3.79532152708,0.04030429940,6.07251444333,0.06448687904,0.61201080362
Asia,South-Eastern Asia,Laos,LAO,1.17651908889,0.00621948417,2.35303817778,0.01243896834,4.70607635556,0.02487793668,5.04222466667,0.02665493216,5.04222466667,0.02665493216,7.05911453334,0.03731690502,0.80392519107
Asia,Western Asia,Lebanon,LBN,11.10000000000,0.01602888087,11.10000000000,0.01602888087,21.09000000000,0.03045487365,28.86000000000,0.04167509025,28.86000000000,0.04167509025,36.63000000000,0.05289530686,0.65670934092
Africa,Southern Africa,Lesotho,LSO,2.52252547279,0.02364867631,4.80481042436,0.04504509773,4.80481042436,0.04504509773,7.04705528907,0.06606614334,17.86788876561,0.16751145718,28.02806080880,0.26276307008,0.44399948071
Africa,Western Africa,Liberia,LBR,1.15000000000,0.03631578947,4.60000000000,0.14526315789,5.75000000000,0.18157894737,11.50000000000,0.36315789474,23.00000000000,0.72631578947,27.60000000000,0.87157894737,0.11014492754
