"","iso3c","Country","Region","Continent","Cost_1_GB_USD_month_2019","Cost_1_GB_USD_month_2018","Afford_decile_1_2019","Afford_decile_1_2018","Afford_decile_1_2017","Afford_decile_1_2016","Afford_decile_1_2015","Afford_2019","Afford_2018","Afford_2017","Afford_2016","Afford_2015","Price_data_year_2019","Price_data_year_2018","Price_data_year_2017","Price_data_year_2016","Price_data_year_2015","GNI_WB_capita_2019","GNI_WB_capita_2018","GNI_WB_capita_2017","GNI_WB_capita_2016","GNI_WB_capita_2015","share_bottom_10_2019","share_bottom_10_2018","share_bottom_10_2017","share_bottom_10_2016","share_bottom_10_2015","Decile_1_current_2019","Decile_1_current_2018","Decile_1_current_2017","Decile_1_current_2016","Decile_1_current_2015","surveyyear_2019","surveyyear_2018","surveyyear_2017","surveyyear_2016","surveyyear_2015","A4AI_Income_2019","A4AI_Income_2018","A4AI_Income_month_2019","A4AI_Income_month_2018"
"11","BFA","Burkina Faso","Western Africa","Africa",4.281666666447,7.52234909455,0.180661040778354,0.329927591866228,0.393333333333333,0.419444444444444,0.429166666666667,0.077848484844,0.14798063793,0.1416,0.151,0.1545,61.50030302676,112.4652848268,96.288,99.66,108.15,790,760,680,660,700,3.6,3.6,3.6,3.6,3.6,284.4,273.6,244.8,237.6,252,"2014","2014","2014","2014","2014",660.000000004162,609.999999981754,55.0000000003468,50.8333333318129
"12","BDI","Burundi","Eastern Africa","Africa",3.172826319105,3.21707887661,0.485636681495663,0.492410032134184,NA,NA,NA,0.135978270819,0.13312050524,NA,NA,NA,38.07391582932,37.2737414672,NA,NA,NA,280,280,NA,NA,NA,2.8,2.8,NA,NA,NA,78.4,78.4,NA,NA,NA,"2013","2013",NA,NA,NA,279.999999999559,289.999999997897,23.3333333332966,24.1666666664914
"13","KHM","Cambodia","South-Eastern Asia","Asia",2,2,NA,NA,NA,NA,NA,0.017391304348,0.01951219512,0.0195,0.0211,0.0336,25.73913043504,26.9268292656,23.985,24.054,35.616,1480,1380,1230,1140,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379.9999999862,1230.000000123,114.99999999885,102.50000001025
"14","CMR","Cameroon","Middle Africa","Africa",3.425293333207,3.48029495773,0.161190274503859,0.170602694006373,0.373529411764706,0.378235294117647,0.721764705882353,0.02854411111,0.03070848492,0.0635,0.0643,0.1227,42.816166665,44.2202182848,85.09,88.734,176.688,1500,1440,1340,1380,1440,1.7,1.7,1.7,1.7,1.7,255,244.8,227.8,234.6,244.8,"2014","2014","2014","2014","2014",1440.00000000294,1360.0000000508,120.000000000245,113.333333337567
"15","CPV","Cape Verde","Western Africa","Africa",5.093961110998,5.17059859135,0.0765433675581969,0.0829507795403743,NA,NA,NA,0.017718125603,0.02075156625,NA,NA,NA,64.31679593889,70.55532525,NA,NA,NA,3630,3400,NA,NA,NA,2.2,2.2,NA,NA,NA,798.6,748,NA,NA,NA,"2015","2015",NA,NA,NA,3450.00000009177,2990.00000041925,287.500000007648,249.166666701604
"16","CAF","Central African Republic","Middle Africa","Africa",9.052560952046,9.19792238829,1.74087710616269,1.87712701801837,NA,NA,NA,0.226314023801,0.28301299656,NA,NA,NA,117.68329237652,138.6763683144,NA,NA,NA,520,490,NA,NA,NA,1.2,1.2,NA,NA,NA,62.4,58.8,NA,NA,NA,"2008","2008",NA,NA,NA,480.000000000318,390.000000003816,40.0000000000265,32.500000000318
"17","TCD","Chad","Middle Africa","Africa",11.988526666224,12.18103235206,1.14176444440229,1.1942188580451,NA,NA,NA,0.214719880589,0.23201966385,NA,NA,NA,150.3039164123,157.773371418,NA,NA,NA,700,680,NA,NA,NA,1.8,1.8,NA,NA,NA,126,122.4,NA,NA,NA,"2011","2011",NA,NA,NA,670.00000000027,629.999999996638,55.8333333333558,52.4999999997199
"18","CHN","China","Eastern Asia","Asia",5.571084999789,9.82855161289,0.0237851851842843,0.0454079538595057,0.0992592592592593,0.107037037037037,NA,0.007059453009,0.01357222317,0.0268,0.0289,NA,73.48890582369,130.5647868954,234.232,239.003,NA,10410,9620,8740,8270,7940,2.7,2.7,2.7,2.7,2.6,2810.7,2597.4,2359.8,2232.9,2064.4,"2016","2016","2016","2016","2015",9470.00000031702,8690.00000054376,789.166666693085,724.16666671198
"19","COL","Colombia","South America","Americas",9.263243334473,12.51828720878,0.121965020862054,0.171405119243907,0.207857142857143,0.155384615384615,0.137692307692308,0.017957822296,0.0257666289,0.0291,0.0202,0.0179,116.90542314696,161.299096914,172.563,130.492,131.207,6510,6260,5930,6460,7330,1.4,1.4,1.4,1.3,1.3,911.4,876.4,830.2,839.8,952.9,"2018","2018","2017","2016","2015",6190.00000007996,5830.00000071255,515.833333339997,485.833333392712
"20","COM","Comoros","Eastern Africa","Africa",5.990263125092,6.07847719673,0.316387136888662,0.330352021561413,NA,NA,NA,0.054456937501,0.09597595574,NA,NA,NA,77.32885125142,132.4468189212,NA,NA,NA,1420,1380,NA,NA,NA,1.6,1.6,NA,NA,NA,227.2,220.8,NA,NA,NA,"2014","2014",NA,NA,NA,1319.99999999603,759.999999982912,109.999999999669,63.3333333319094
"21","COG","Congo - Brazzaville","Middle Africa","Africa",8.734497999677,8.87475214222,0.374335628557586,0.396194292063393,NA,NA,NA,0.063910960973,0.07830663655,NA,NA,NA,111.84418170275,131.555149404,NA,NA,NA,1750,1680,NA,NA,NA,1.6,1.6,NA,NA,NA,280,268.8,NA,NA,NA,"2011","2011",NA,NA,NA,1640.00000000632,1359.99999998263,136.666666667193,113.333333331886
"22","COD","Congo - Kinshasa","Middle Africa","Africa",10.714285714286,12.57142857143,1.17739403453692,1.43673469387771,NA,NA,NA,0.262390670554,0.33523809524,NA,NA,NA,136.44314868808,167.61904762,NA,NA,NA,520,500,460,470,460,2.1,2.1,2.1,2.1,2.1,109.2,105,96.6,98.7,96.6,"2012","2012","2012","2012","2012",489.999999999893,449.999999997494,40.8333333333244,37.4999999997912
"23","CRI","Costa Rica","Central America","Americas",6.751797777985,6.57673250707,0.0461661386528889,0.0453959103162727,0.076875,0.123333333333333,0.134666666666667,0.007039233131,0.00714862229,0.0123,0.0185,0.0202,82.3590276327,82.8525323411,137.145,199.245,210.08,11700,11590,11150,10770,10400,1.5,1.5,1.6,1.5,1.5,1755,1738.5,1784,1615.5,1560,"2018","2018","2017","2016","2015",11509.9999997173,11040.0000004532,959.166666643108,920.000000037769
"24","CIV","Côte d’Ivoire","Western Africa","Africa",6.850666666315,7.02085915492,0.170946142640424,0.184033005371429,0.333809523809524,0.302857142857143,0.344285714285714,0.051060869563,0.05470799341,0.0701,0.0636,0.0723,116.92939129927,119.2634256338,142.303,117.024,120.018,2290,2180,2030,1840,1660,2.1,2.1,2.1,2.1,2.1,480.9,457.8,426.3,386.4,348.6,"2015","2015","2015","2015","2015",1609.99999998727,1540.00000013965,134.166666665606,128.333333344971
"25","CUB","Cuba","Caribbean","Americas",10.007798888526,9.81030249715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","DOM","Dominican Republic","Caribbean","Americas",7.898031110882,7.90517543644,0.0509358700115999,0.0531499917286419,0.0647826086956522,0.0905555555555555,0.208947368421053,0.012859752148,0.01430800984,0.0149,0.0163,0.0397,104.03539487732,111.0301563584,105.641,111.818,261.226,8090,7760,7090,6860,6580,2.3,2.3,2.3,1.8,1.9,1860.7,1784.8,1630.7,1234.8,1250.2,"2018","2018","2017","2016","2015",7369.99999998631,6629.99999986581,614.166666665526,552.499999988817
"27","ECU","Ecuador","South America","Americas",10,10,0.123355263157895,0.123152709359606,0.381875,0.2575,0.41125,0.019607843137,0.02037351443,0.0611,0.0412,0.0658,119.21568627296,124.0747028787,358.046,239.372,392.826,6080,6090,5860,5810,5970,1.6,1.6,1.6,1.6,1.6,972.8,974.4,937.6,929.6,955.2,"2018","2018","2017","2016","2015",6120.00000007956,5890.00000035831,510.00000000663,490.833333363192
"28","EGY","Egypt","Northern Africa","Africa",1.176265333394,1.11642294605,0.0138086323622853,0.0125912362336466,0.00868421052631579,0.0123684210526316,0.0305128205128205,0.005041137143,0.0044508556,0.0033,0.0047,0.0119,13.56065891467,12.46239568,10.032,16.262,39.984,2690,2800,3040,3460,3360,3.8,3.8,3.8,3.8,3.9,1022.2,1064,1155.2,1314.8,1310.4,"2017","2017","2017","2017","2015",2800.00000006506,3009.9999992361,233.333333338755,250.833333269675
"29","SLV","El Salvador","Central America","Americas",10,15,0.125,0.196335078534031,NA,NA,NA,0.031413612565,0.05056179775,NA,NA,NA,125.65445026,193.146067405,NA,NA,NA,4000,3820,NA,NA,NA,2.4,2.4,NA,NA,NA,960,916.8,NA,NA,NA,"2018","2018",NA,NA,NA,3820.00000005412,3560.00000019778,318.333333337843,296.666666683148
"30","GNQ","Equatorial Guinea","Middle Africa","Africa",34.252933332067,34.79713271626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460,6650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ETH","Ethiopia","Eastern Africa","Africa",3.477096666245,3.55831550652,0.169270425942961,0.184050802061379,0.332758620689655,0.466551724137931,0.676896551724138,0.052816658221,0.05770241362,0.0965,0.1353,0.1963,44.89415948785,46.161930896,71.41,90.651,117.78,850,800,740,670,600,2.9,2.9,2.9,2.9,2.9,246.5,232,214.6,194.3,174,"2015","2015","2015","2015","2015",790.000000006627,739.999999990295,65.8333333338856,61.6666666658579
"32","FJI","Fiji","Melanesia","Oceania",13.941604926917,12.01021812516,0.0920947149196323,0.079336462348299,NA,NA,NA,0.028549361625,0.02899851459,NA,NA,NA,167.2992591225,169.9312954974,NA,NA,NA,5860,5860,NA,NA,NA,3.1,3.1,NA,NA,NA,1816.6,1816.6,NA,NA,NA,"2013","2013",NA,NA,NA,5860.00000001765,4969.99999964205,488.333333334804,414.166666636838
"33","GAB","Gabon","Middle Africa","Africa",6.850586666413,6.96058991546,0.051826402721571,0.0555883661556768,NA,NA,NA,0.012089270588,0.01263647186,NA,NA,NA,87.16364093948,86.3071028038,NA,NA,NA,7210,6830,NA,NA,NA,2.2,2.2,NA,NA,NA,1586.2,1502.6,NA,NA,NA,"2017","2017",NA,NA,NA,6799.99999988055,6609.99999928144,566.666666656713,550.833333273454
"34","GMB","Gambia","Western Africa","Africa",5.041019891918,5.07917301529,0.272487561725297,0.286150592410704,0.510333333333333,0.595,0.470666666666667,0.086417483861,0.13544461374,0.1531,0.1785,0.1412,63.94893805714,96.1656757554,99.515,110.67,87.544,740,710,650,620,620,3,3,3,3,3,222,213,195,186,186,"2015","2015","2015","2015","2015",700.000000003657,450.000000003544,58.3333333336381,37.5000000002953
"35","GEO","Georgia","Western Asia","Asia",1.821788166439,1.85872570866,0.0192171747514662,0.0208377321598655,NA,NA,NA,0.005293331234,0.00588514736,NA,NA,NA,25.09039004916,26.2477572256,NA,NA,NA,4740,4460,NA,NA,NA,2.4,2.4,NA,NA,NA,1137.6,1070.4,NA,NA,NA,"2018","2018",NA,NA,NA,4130.0000001602,3790.00000161763,344.166666680017,315.833333468136
"36","GHA","Ghana","Western Africa","Africa",3.597685142626,4.09513569442,0.121543416980608,0.144194918817606,0.2225,0.256875,0.243125,0.020268648691,0.03298095861,0.0356,0.0411,0.0389,44.99640009402,70.2494418393,67.284,74.802,75.466,2220,2130,1890,1820,1940,1.6,1.6,1.6,1.6,1.6,355.2,340.8,302.4,291.2,310.4,"2016","2016","2016","2016","2016",2129.99999998431,1490.00000012553,177.499999998693,124.166666677127
"37","GTM","Guatemala","Central America","Americas",12.910507499268,12.60715109013,0.197685453606247,0.202714475521318,0.231176470588235,0.247058823529412,NA,0.035130632651,0.03726251554,0.0393,0.042,NA,161.95221652111,163.5824432206,160.737,162.54,NA,4610,4390,4090,3870,3700,1.7,1.7,1.7,1.7,1.7,783.7,746.3,695.3,657.9,629,"2014","2014","2014","2014","2014",4410.00000000871,4059.99999970909,367.500000000726,338.333333309091
"38","GIN","Guinea","Western Africa","Africa",3.64667778232,4.74853788531,0.153544327676632,0.223460606367529,NA,NA,NA,0.052723052275,0.06949079832,NA,NA,NA,50.08689966125,59.067178572,NA,NA,NA,950,850,NA,NA,NA,3,3,NA,NA,NA,285,255,NA,NA,NA,"2012","2012",NA,NA,NA,829.999999992224,820.000000018995,69.1666666660186,68.3333333349163
"39","GNB","Guinea-Bissau","Western Africa","Africa",12.477854285253,12.67821734603,1.14126716023655,1.267821734603,NA,NA,NA,0.199645668564,0.23051304266,NA,NA,NA,163.70944822248,172.884781995,NA,NA,NA,820,750,NA,NA,NA,1.6,1.6,NA,NA,NA,131.2,120,NA,NA,NA,"2010","2010",NA,NA,NA,750.00000000018,659.999999985944,62.500000000015,54.9999999988287
"40","GUY","Guyana","South America","Americas",8.138793445205,7.89274407744,NA,NA,NA,NA,NA,0.020517966669,0.02123608272,NA,NA,NA,106.28306734542,101.2961145744,NA,NA,NA,5180,4770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4759.9999999035,4459.99999990959,396.666666658625,371.666666659132
"41","HTI","Haiti","Caribbean","Americas",2.034504999993,2.44747275213,0.147161301988644,0.174819482295,0.292380952380952,0.280952380952381,0.378095238095238,0.030517575,0.03864430661,0.0614,0.059,0.0794,24.10888425,30.915445288,46.664,46.02,65.108,790,800,760,780,820,2.1,2.1,2.1,2.1,2.1,165.9,168,159.6,163.8,172.2,"2012","2012","2012","2012","2012",799.999999997248,760.000000050719,66.6666666664373,63.3333333375599
"42","HND","Honduras","Central America","Americas",18.760961996957,18.86219899213,1.0466366525499,1.08403442483506,0.815454545454546,0.975,0.658461538461538,0.096622980242,0.10059839462,0.0897,0.0975,0.0856,230.92892277838,233.3882755184,201.825,206.7,176.336,2390,2320,2250,2120,2060,0.9,0.9,1.1,1,1.3,215.1,208.8,247.5,212,267.8,"2018","2018","2017","2016","2015",2329.99999999611,2250.00000010497,194.166666666342,187.500000008748
"43","IND","India","Southern Asia","Asia",0.753854499951,0.72773835441,0.0128699018344174,0.013165777556038,0.0463636363636364,0.0815151515151515,0.107575757575758,0.004478343564,0.00479827486,0.0153,0.0269,0.0355,9.53887179132,9.6445324686,27.999,45.192,56.8,2130,2010,1830,1680,1600,3.3,3.3,3.3,3.3,3.3,702.9,663.3,603.9,554.4,528,"2011","2011","2011","2011","2011",2020.00000002947,1820.00000160891,168.33333333579,151.666666800743
"44","IDN","Indonesia","South-Eastern Asia","Asia",3.859724610895,2.29700023121,0.0408436466761376,0.0255695758576252,0.0339285714285714,0.0517857142857143,0.0527586206896552,0.012061639409,0.00778644146,0.0095,0.0145,0.0153,48.84963960645,29.977799621,33.535,49.3,52.479,4050,3850,3530,3400,3430,2.8,2.8,2.8,2.8,2.9,1134,1078,988.4,952,994.7,"2018","2018","2017","2016","2015",3840.00000001492,3540.00000078598,320.000000001244,295.000000065499
"45","IRN","Iran","Southern Asia","Asia",1.920000000192,1.65973013614,NA,NA,NA,NA,NA,NA,0.00368828919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400.00000208227,NA,450.000000173522
"46","JAM","Jamaica","Caribbean","Americas",7.723359199272,5.89961415414,0.0840637735975184,0.0678311486535211,0.0861904761904762,0.187619047619048,0.06,0.018573208495,0.01490428839,0.0181,0.0394,0.0126,97.50934459875,74.0743132983,85.794,181.24,59.346,5250,4970,4740,4600,4710,2.1,2.1,2.1,2.1,2.1,1102.5,1043.7,995.4,966,989.1,"2004","2004","2004","2004","2004",4990.00000006536,4749.99999981079,415.83333333878,395.833333317566
"47","JOR","Jordan","Western Asia","Asia",8.181189999787,8.15154555201,0.0652320797325209,0.066543228996,0.0422857142857143,0.062,0.0414285714285714,0.023319306413,0.02457752428,0.0148,0.0217,0.0145,100.2730175759,103.225601976,59.496,85.281,56.55,4300,4200,4020,3930,3900,3.5,3.5,3.5,3.5,3.5,1505,1470,1407,1375.5,1365,"2010","2010","2010","2010","2010",4209.99999994485,3979.99999958173,350.833333328738,331.666666631811
"48","KAZ","Kazakhstan","Central Asia","Asia",2.075089488733,2.12547511647,0.00657315256574083,0.00735013440466845,0.0158139534883721,0.0147619047619048,0.0130232558139535,0.003180213776,0.00323266177,0.0068,0.0062,0.0056,28.01768336656,26.0875804839,54.672,54.374,63.728,8810,8070,8040,8770,11380,4.3,4.3,4.3,4.2,4.3,3788.3,3470.1,3457.2,3683.4,4893.4,"2017","2017","2017","2016","2015",7829.99999959625,7890.00001000414,652.499999966354,657.500000833678
"49","KEN","Kenya","Eastern Africa","Africa",4.190310535602,4.86201912371,0.119723158160057,0.151938097615937,0.167083333333333,0.180416666666667,0.405,0.031039337301,0.04051682603,0.0401,0.0433,0.0972,54.31884027675,64.826921648,56.942,58.455,125.388,1750,1600,1420,1350,1290,2.4,2.4,2.4,2.4,2.4,420,384,340.8,324,309.6,"2015","2015","2015","2015","2015",1619.99999998724,1440.00000003258,134.999999998937,120.000000002715
"50","KGZ","Kyrgyzstan","Central Asia","Asia",3.070477563426,3.07728772466,0.0691030209323181,0.0703916368584064,NA,NA,NA,0.030201418657,0.03267916168,NA,NA,NA,37.44975913468,39.8685772496,NA,NA,NA,1240,1220,NA,NA,NA,4.3,4.3,NA,NA,NA,533.2,524.6,NA,NA,NA,"2018","2018",NA,NA,NA,1219.99999998583,1129.99999992411,101.666666665486,94.1666666603426
"51","LAO","Laos","South-Eastern Asia","Asia",4.60789999987,4.70607635556,0.0672358949397373,0.072031780952449,NA,NA,NA,0.022477560975,0.02487793668,NA,NA,NA,57.76733170575,60.950944866,NA,NA,NA,2570,2450,NA,NA,NA,3.2,3.2,NA,NA,NA,822.4,784,NA,NA,NA,"2012","2012",NA,NA,NA,2459.99999999733,2270.00000012541,204.999999999778,189.166666677118
"52","LBN","Lebanon","Western Asia","Asia",21.09,21.09,0.10741935483871,0.105749623934481,NA,NA,NA,0.032910273082,0.03045487365,NA,NA,NA,250.1180754232,235.111624578,NA,NA,NA,7600,7720,NA,NA,NA,3.1,3.1,NA,NA,NA,2356,2393.2,NA,NA,NA,"2011","2011",NA,NA,NA,7689.99999998238,8309.99999896568,640.833333331865,692.499999913807
"53","LSO","Lesotho","Southern Africa","Africa",5.363372570816,4.80481042436,0.278375738969689,0.264971163108088,NA,NA,NA,0.046638022355,0.04504509773,NA,NA,NA,63.4277104028,57.6577250944,NA,NA,NA,1360,1280,NA,NA,NA,1.7,1.7,NA,NA,NA,231.2,217.6,NA,NA,NA,"2017","2017",NA,NA,NA,1379.99999999768,1279.99999995382,114.999999999807,106.666666662819
"54","LBR","Liberia","Western Africa","Africa",8.625,5.75,0.615338882282996,0.390050876201244,NA,NA,NA,0.1725,0.18157894737,NA,NA,NA,100.05,110.7631578957,NA,NA,NA,580,610,620,620,630,2.9,2.9,2.9,2.9,2.9,168.2,176.9,179.8,179.8,182.7,"2016","2016","2016","2016","2016",600,379.999999996696,50,31.6666666663913
"55","LBY","Libya","Northern Africa","Africa",11.367682662815,11.22387353737,NA,NA,NA,NA,NA,0.021550109313,0.02059426337,NA,NA,NA,164.64283515132,140.040990916,NA,NA,NA,7640,6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6330.00000011554,6540.00000041953,527.500000009629,545.000000034961
"56","MDG","Madagascar","Eastern Africa","Africa",5.988054500056,6.24028015187,0.628117604900979,0.66740964191123,NA,NA,NA,0.163310577274,0.18720840456,NA,NA,NA,84.92150018248,95.4762863256,NA,NA,NA,520,510,NA,NA,NA,2.2,2.2,NA,NA,NA,114.4,112.2,NA,NA,NA,"2012","2012",NA,NA,NA,440.000000000686,399.999999991667,36.6666666667238,33.3333333326389
"57","MWI","Malawi","Eastern Africa","Africa",4.754716944386,4.86279958319,0.577495985148097,0.641248296684396,0.686538461538461,0.772692307692308,1.38307692307692,0.158490564813,0.18235498437,0.1785,0.2009,0.3596,60.22641462894,63.8242445295,60.69,68.306,125.86,380,350,340,340,350,2.6,2.6,2.6,2.6,2.6,98.8,91,88.4,88.4,91,"2016","2016","2016","2016","2016",359.999999999697,319.999999999342,29.9999999999748,26.6666666666118
"58","MYS","Malaysia","South-Eastern Asia","Asia",3.616636666678,7.18809943433,0.0168476863354565,0.0354137181146939,0.0465217391304348,0.0356521739130435,0.0517391304347826,0.004149105163,0.00893856924,0.0107,0.0082,0.0119,46.4699778256,94.6594482516,106.358,83.23,127.092,11200,10590,9940,10150,10680,2.3,2.3,2.3,2.3,2.3,2576,2435.7,2286.2,2334.5,2456.4,"2015","2015","2015","2015","2015",10459.9999988325,9650.00000514176,871.666666569377,804.166667095147
"59","MLI","Mali","Western Africa","Africa",6.850586666413,6.96058991546,0.28308209365343,0.301324238764502,0.637575757575758,0.585757575757576,0.586969696969697,0.099044626502,0.10847672596,0.2104,0.1933,0.1937,87.15927132176,91.1204498064,162.008,150.774,154.96,880,840,770,780,800,3.3,3.3,3.3,3.3,3.3,290.4,277.2,254.1,257.4,264,"2009","2009","2009","2009","2009",830.000000002989,769.999999966076,69.1666666669157,64.1666666638396
"60","MUS","Mauritius","Eastern Africa","Africa",5.959529333491,5.94370868886,0.0193564532024825,0.0204274556840188,0.0348275862068965,0.036551724137931,0.0386206896551724,0.005934800996,0.00703397478,0.0101,0.0106,0.0112,75.60936468904,84.6890563512,110.898,112.784,119.84,12740,12040,10980,10640,10700,2.9,2.9,2.9,2.9,2.9,3694.6,3491.6,3184.2,3085.6,3103,"2017","2017","2017","2017","2017",12050.0000000155,10139.9999995906,1004.16666666796,844.99999996588
"61","MEX","Mexico","Central America","Americas",8.408993747908,8.10930698045,0.053503671778842,0.0530020064081699,0.073,0.0678947368421053,0.106842105263158,0.01099214869,0.01130217001,0.0146,0.0129,0.0203,103.6559621467,103.7539206918,130.378,121.26,206.451,9430,9180,8930,9400,10170,2,2,2,1.9,1.9,1886,1836,1786,1786,1932.3,"2018","2018","2018","2016","2016",9180.00000006332,8609.99999816849,765.000000005276,717.499999847375
