"","iso3c","Country","Region","Continent","Cost_1_GB_USD_month_2018","Cost_1_GB_USD_month_2019","Afford_decile_1_2015","Afford_decile_1_2016","Afford_decile_1_2017","Afford_decile_1_2018","Afford_decile_1_2019","Afford_2015","Afford_2016","Afford_2017","Afford_2018","Afford_2019","Price_data_year_2015","Price_data_year_2016","Price_data_year_2017","Price_data_year_2018","Price_data_year_2019","GNI_WB_capita_2015","GNI_WB_capita_2016","GNI_WB_capita_2017","GNI_WB_capita_2018","GNI_WB_capita_2019","share_bottom_10_2015","share_bottom_10_2016","share_bottom_10_2017","share_bottom_10_2018","share_bottom_10_2019","Decile_1_current_2015","Decile_1_current_2016","Decile_1_current_2017","Decile_1_current_2018","Decile_1_current_2019","surveyyear_2015","surveyyear_2016","surveyyear_2017","surveyyear_2018","surveyyear_2019","A4AI_Income_2018","A4AI_Income_2019","A4AI_Income_month_2018","A4AI_Income_month_2019"
"57","MWI","Malawi","Sub-Saharan Africa","Africa",4.86279958319,4.754716944386,1.38307692307692,0.772692307692308,0.686538461538461,0.641248296684396,0.577495985148097,0.3596,0.2009,0.1785,0.18235498437,0.158490564813,125.86,68.306,60.69,63.8242445295,60.22641462894,350,340,340,350,380,2.6,2.6,2.6,2.6,2.6,91,88.4,88.4,91,98.8,"2016","2016","2016","2016","2016",319.999999999342,359.999999999697,26.6666666666118,29.9999999999748
"58","MYS","Malaysia","East Asia & Pacific","Asia",7.18809943433,3.616636666678,0.0517391304347826,0.0356521739130435,0.0465217391304348,0.0354137181146939,0.0168476863354565,0.0119,0.0082,0.0107,0.00893856924,0.004149105163,127.092,83.23,106.358,94.6594482516,46.4699778256,10680,10150,9940,10590,11200,2.3,2.3,2.3,2.3,2.3,2456.4,2334.5,2286.2,2435.7,2576,"2015","2015","2015","2015","2015",9650.00000514176,10459.9999988325,804.166667095147,871.666666569377
"59","MLI","Mali","Sub-Saharan Africa","Africa",6.96058991546,6.850586666413,0.586969696969697,0.585757575757576,0.637575757575758,0.301324238764502,0.28308209365343,0.1937,0.1933,0.2104,0.10847672596,0.099044626502,154.96,150.774,162.008,91.1204498064,87.15927132176,800,780,770,840,880,3.3,3.3,3.3,3.3,3.3,264,257.4,254.1,277.2,290.4,"2009","2009","2009","2009","2009",769.999999966076,830.000000002989,64.1666666638396,69.1666666669157
"60","MUS","Mauritius","Sub-Saharan Africa","Africa",5.94370868886,5.959529333491,0.0386206896551724,0.036551724137931,0.0348275862068965,0.0204274556840188,0.0193564532024825,0.0112,0.0106,0.0101,0.00703397478,0.005934800996,119.84,112.784,110.898,84.6890563512,75.60936468904,10700,10640,10980,12040,12740,2.9,2.9,2.9,2.9,2.9,3103,3085.6,3184.2,3491.6,3694.6,"2017","2017","2017","2017","2017",10139.9999995906,12050.0000000155,844.99999996588,1004.16666666796
"61","MEX","Mexico","Latin America & Caribbean","Americas",8.10930698045,8.408993747908,0.106842105263158,0.0678947368421053,0.073,0.0530020064081699,0.053503671778842,0.0203,0.0129,0.0146,0.01130217001,0.01099214869,206.451,121.26,130.378,103.7539206918,103.6559621467,10170,9400,8930,9180,9430,1.9,1.9,2,2,2,1932.3,1786,1786,1836,1886,"2016","2016","2018","2018","2018",8609.99999816849,9180.00000006332,717.499999847375,765.000000005276
"62","MNG","Mongolia","East Asia & Pacific","Asia",6.41573994867,6.300123286884,NA,NA,NA,0.064269871762284,0.0606072466270707,NA,NA,NA,0.02340087519,0.021117731688,NA,NA,NA,84.9451769397,79.82502578064,NA,NA,NA,3630,3780,NA,NA,NA,3.3,3.3,NA,NA,NA,1197.9,1247.4,NA,NA,NA,"2018","2018",3290.00000038204,3579.99999997954,274.166666698503,298.333333331629
"63","MAR","Morocco","Middle East & North Africa","Africa",5.27795338702,5.190857499948,0.0759259259259259,0.0777777777777778,0.0818518518518519,0.0759144679902193,0.072321246951557,0.0205,0.021,0.0221,0.02214525897,0.020158669903,61.91,60.48,63.648,68.4288502173,64.30615699057,3020,2880,2880,3090,3190,2.7,2.7,2.7,2.7,2.7,815.4,777.6,777.6,834.3,861.3,"2013","2013","2013","2013","2013",2859.99999955024,3089.99999995565,238.333333295854,257.499999996304
"64","MOZ","Mozambique","Sub-Saharan Africa","Africa",2.52220640071,2.50101852374,0.74625,0.428125,0.589375,0.411229304463587,0.390784144334375,0.1194,0.0685,0.0943,0.07206304002,0.068209596102,76.416,36.305,44.321,33.1489984092,32.74060612896,640,530,470,460,480,1.6,1.6,1.6,1.6,1.6,102.4,84.8,75.2,73.6,76.8,"2014","2014","2014","2014","2014",420.000000001665,440,35.0000000001388,36.6666666666667
"65","MMR","Myanmar (Burma)","East Asia & Pacific","Asia",0.65851004818,0.65555562141,0.196666666666667,NA,0.0386842105263158,0.015178871644564,0.0148933499752367,0.059,NA,0.0147,0.00664043746,0.006005089662,74.34,NA,18.963,9.0973993202,8.34707463018,1260,1280,1290,1370,1390,3,3.8,3.8,3.8,3.8,378,486.4,490.2,520.6,528.2,"2015","2017","2017","2017","2017",1190.00000011445,1309.99999995004,99.1666666762042,109.166666662504
"66","NAM","Namibia","Sub-Saharan Africa","Africa",11.02101825449,8.566428720927,0.269,0.349,0.466,0.269902487865061,0.203156412354,0.0269,0.0349,0.0466,0.0287504824,0.019580408505,142.301,164.03,214.826,140.87736376,99.0768670353,5290,4700,4610,4900,5060,1,1,1,1,1,529,470,461,490,506,"2015","2015","2015","2015","2015",4600.00000048278,5249.99999999356,383.333333373565,437.499999999464
"67","NPL","Nepal","South Asia","Asia",4.85403699206,5.075679695857,0.261142857142857,0.131428571428571,0.126,0.171571263342327,0.159654407209132,0.0914,0.046,0.0441,0.07373220747,0.063445996198,71.292,35.42,37.926,71.5202412459,69.15613585582,780,770,860,970,1090,3.5,3.5,3.5,3.5,3.5,273,269.5,301,339.5,381.5,"2010","2010","2010","2010","2010",790.000000046384,960.000000003215,65.8333333371987,80.0000000002679
"68","NIC","Nicaragua","Latin America & Caribbean","Americas",9.19675347882,9.118566667971,0.4725,0.406,0.4535,0.273170895410495,0.286447120459822,0.0945,0.0812,0.0907,0.05181269566,0.053902857151,180.495,162.4,188.656,104.6616452332,102.95445715841,1910,2000,2080,2020,1910,2,2,2,2,2,382,400,416,404,382,"2014","2014","2014","2014","2014",2129.99999980777,2029.99999998371,177.499999983981,169.166666665309
"69","NER","Niger","Sub-Saharan Africa","Africa",3.48029495773,3.425293333207,NA,NA,NA,0.241687149842361,0.229372321420112,NA,NA,NA,0.11600983192,0.108167157891,NA,NA,NA,62.6453092368,60.57360841896,NA,NA,NA,540,560,NA,NA,NA,3.2,3.2,NA,NA,NA,172.8,179.2,NA,NA,NA,"2014","2014",360.000000013447,379.999999999113,30.0000000011206,31.6666666665927
"70","NGA","Nigeria","Sub-Saharan Africa","Africa",2.74042845349,2.776454999806,0.327,0.0785,0.0795,0.0834648259946193,0.0820627093538719,0.0654,0.0157,0.0159,0.01581016415,0.01699870408,188.352,38.779,33.39,31.1460233755,34.5073692824,2880,2470,2100,1970,2030,2,2,2,2,2,576,494,420,394,406,"2009","2009","2009","2009","2009",2080.00000062491,1960.0000000513,173.33333338541,163.333333337608
"71","PAK","Pakistan","South Asia","Asia",1.29908229404,1.429926866949,0.0530769230769231,0.0312820512820513,0.0287179487179487,0.0251394735179487,0.0287566991844947,0.0207,0.0122,0.0112,0.0098664478,0.010860204053,28.152,17.324,16.8,15.687652002,16.61611220109,1360,1420,1500,1590,1530,3.9,3.9,3.9,3.9,3.9,530.4,553.8,585,620.1,596.7,"2015","2015","2015","2015","2015",1580.00000045406,1579.99999996759,131.666666704505,131.666666663966
"72","PNG","Papua New Guinea","East Asia & Pacific","Oceania",22.62530494391,19.8431629453,NA,NA,NA,0.556018143204833,0.450810214584627,NA,NA,NA,0.11265712005,0.094117768911,NA,NA,NA,289.5287985285,261.64739757258,NA,NA,NA,2570,2780,NA,NA,NA,1.9,1.9,NA,NA,NA,488.3,528.2,NA,NA,NA,"2009","2009",2410.00000005699,2529.99999998693,200.833333338082,210.833333332244
"73","PRY","Paraguay","Latin America & Caribbean","Americas",12.81503695774,7.186420000349,NA,NA,NA,0.160959224924513,0.0920647379141539,NA,NA,NA,0.03922970497,0.015182577466,NA,NA,NA,220.4709419314,83.65600183766,NA,NA,NA,5620,5510,NA,NA,NA,1.7,1.7,NA,NA,NA,955.4,936.7,NA,NA,NA,"2018","2018",3920.00000026714,5679.99999982269,326.666666688929,473.333333318558
"74","PER","Peru","Latin America & Caribbean","Americas",8.92264782608,9.035420000224,0.2375,0.225,0.108823529411765,0.0919386689961875,0.089371117707458,0.038,0.036,0.0185,0.0179349705,0.016604140889,240.92,219.96,112.11,116.039259135,111.91190959186,6340,6110,6060,6470,6740,1.6,1.6,1.7,1.8,1.8,1014.4,977.6,1030.2,1164.6,1213.2,"2015","2016","2017","2018","2018",5970.00000155896,6529.99999985052,497.500000129914,544.16666665421
"75","PHL","Philippines","East Asia & Pacific","Asia",5.62376512439,4.329943749768,0.165217391304348,0.0878260869565217,0.0847826086956522,0.0790872864088597,0.058677950307415,0.038,0.0202,0.0195,0.01843857418,0.013566403394,128.44,69.69,68.835,68.4071102078,52.2306530669,3380,3450,3530,3710,3850,2.3,2.3,2.3,2.3,2.3,777.4,793.5,811.9,853.3,885.5,"2015","2015","2015","2015","2015",3659.99999966809,3829.99999986702,304.999999972341,319.166666655585
"76","RWA","Rwanda","Sub-Saharan Africa","Africa",2.79615049297,2.205361111059,0.84,0.350833333333333,0.16125,0.179240416216026,0.134473238479207,0.2016,0.0842,0.0387,0.04660250822,0.033928632478,151.2,63.15,28.638,36.3499564116,27.82147863196,750,750,740,780,820,2.4,2.4,2.4,2.4,2.4,180,180,177.6,187.2,196.8,"2016","2016","2016","2016","2016",719.999999940776,779.99999999611,59.9999999950646,64.9999999996758
"77","SEN","Senegal","Sub-Saharan Africa","Africa",3.48029495773,3.425293333207,0.443478260869565,0.168260869565217,0.227391304347826,0.129700433207329,0.123248935527688,0.102,0.0387,0.0523,0.04396162052,0.029151432623,134.64,49.149,66.944,61.546268728,42.26957730335,1320,1270,1280,1400,1450,2.3,2.3,2.3,2.3,2.3,303.6,292.1,294.4,322,333.5,"2011","2011","2011","2011","2011",949.999999971793,1410.00000000185,79.1666666643161,117.500000000154
"78","SLE","Sierra Leone","Sub-Saharan Africa","Africa",10.99109470033,4.107576309972,1.52617647058824,NA,0.611764705882353,0.791675488619208,0.289946563056847,0.5189,NA,0.208,0.25861399295,0.098581831439,285.395,NA,108.16,126.7208565455,49.2909157195,550,490,520,490,500,3.4,3.4,3.4,3.4,3.4,187,166.6,176.8,166.6,170,"2018","2018","2018","2018","2018",509.999999997912,500.000000001664,42.499999999826,41.6666666668053
"79","SLB","Solomon Islands","East Asia & Pacific","Oceania",22.59242521619,9.6908285714,NA,NA,NA,0.47933009652454,0.202595719262718,NA,NA,NA,0.1412026576,0.058144971428,NA,NA,NA,285.229368352,119.1971914274,NA,NA,NA,2020,2050,NA,NA,NA,2.8,2.8,NA,NA,NA,565.6,574,NA,NA,NA,"2013","2013",1920.00000001615,2000.00000001376,160.000000001346,166.666666667813
"80","SOM","Somalia","Sub-Saharan Africa","Africa",15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ZAF","South Africa","Sub-Saharan Africa","Africa",10.41206706471,10.366291735752,0.275555555555556,0.261111111111111,0.277777777777778,0.24143923628313,0.228836462157881,0.0248,0.0235,0.025,0.02301009296,0.02174746518,150.04,128.545,135.25,132.30803452,131.3546896872,6050,5470,5410,5750,6040,0.9,0.9,0.9,0.9,0.9,544.5,492.3,486.9,517.5,543.6,"2014","2014","2014","2014","2014",5430.00000016167,5719.99999997351,452.500000013472,476.66666666446
"82","SSD","South Sudan","Sub-Saharan Africa","Africa",5.5281316866,5.35952987465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","LKA","Sri Lanka","South Asia","Asia",0.77467428878,0.784825779818,0.016551724137931,0.0148275862068966,0.0137931034482759,0.00793452668603619,0.00807849490291302,0.0048,0.0043,0.004,0.00242085715,0.002319682108,18.048,16.383,15.48,9.780262886,9.32512207416,3760,3810,3870,4040,4020,2.9,2.9,2.9,2.9,2.9,1090.4,1104.9,1122.3,1171.6,1165.8,"2016","2016","2016","2016","2016",3840.0000038664,4059.99999971375,320.0000003222,338.333333309479
"84","SDN","Sudan","Sub-Saharan Africa","Africa",1.20149317193,0.978240672691,0.0309375,0.08125,0.1378125,0.0536380880325893,0.0621763139422246,0.0099,0.026,0.0441,0.00605794877,0.007524928251,16.731,40.82,58.212,5.0886769668,4.43970766809,1690,1570,1320,840,590,3.2,3.2,3.2,3.2,3.2,540.8,502.4,422.4,268.8,188.8,"2014","2014","2014","2014","2014",2379.99999844172,1560.00000009728,198.333333203476,130.000000008106
"85","SUR","Suriname","Latin America & Caribbean","Americas",20.23454293079,11.933493800754,NA,NA,NA,NA,NA,NA,NA,NA,0.04033463707,0.028697780683,NA,NA,NA,210.1434591347,158.98570498382,NA,NA,NA,5210,5540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6020.00000020032,4990.0000000306,501.66666668336,415.833333335883
"86","TJK","Tajikistan","Europe & Central Asia","Asia",3.68339408457,3.71059305542,NA,NA,NA,0.1473357633828,0.144100701181359,NA,NA,NA,0.04464720103,0.044086254124,NA,NA,NA,44.64720103,45.40884174772,NA,NA,NA,1000,1030,NA,NA,NA,3,3,NA,NA,NA,300,309,NA,NA,NA,"2015","2015",989.999999891147,1009.99999999546,82.4999999909289,84.1666666662886
"87","TZA","Tanzania","Sub-Saharan Africa","Africa",4.36781236471,4.341401667556,0.301379310344828,0.21551724137931,0.201034482758621,0.177193199379716,0.166337228641992,0.0874,0.0625,0.0583,0.05759752569,0.051075313736,85.652,60.625,56.551,58.7494762038,55.16133883488,980,970,970,1020,1080,2.9,2.9,2.9,2.9,2.9,284.2,281.3,281.3,295.8,313.2,"2017","2017","2017","2017","2017",909.999999976041,1019.99999999906,75.8333333313367,84.9999999999217
"88","THA","Thailand","East Asia & Pacific","Asia",6.05986706688,6.300924838412,0.0709375,0.0383870967741935,0.0436666666666667,0.036726467072,0.0347158393300937,0.0227,0.0119,0.0131,0.01220107463,0.011438895319,129.617,67.83,78.076,80.527092558,83.04638001594,5710,5700,5960,6600,7260,3.2,3.1,3,3,3,1827.2,1767,1788,1980,2178,"2015","2016","2017","2018","2018",5960.00000063601,6610.00000020579,496.666666719667,550.833333350482
"89","TLS","Timor-Leste","East Asia & Pacific","Asia",5.28571428571,7.5,NA,NA,NA,0.0876085240725414,0.119047619047619,NA,NA,NA,0.03543495611,0.049450549451,NA,NA,NA,64.1372705591,93.46153846239,NA,NA,NA,1810,1890,NA,NA,NA,4,4,NA,NA,NA,724,756,NA,NA,NA,"2014","2014",1789.99999976351,1819.99999998342,149.166666646959,151.666666665285
"90","TGO","Togo","Sub-Saharan Africa","Africa",7.8306636549,7.193115999734,NA,NA,NA,0.749345804296651,0.658408787161007,NA,NA,NA,0.15404584239,0.132795987687,NA,NA,NA,101.6702559774,91.62923150403,NA,NA,NA,660,690,NA,NA,NA,1.9,1.9,NA,NA,NA,125.4,131.1,NA,NA,NA,"2015","2015",610.000000005842,650.000000001943,50.8333333338202,54.1666666668286
"91","TTO","Trinidad & Tobago","Latin America & Caribbean","Americas",29.22872903176,49.345553875482,NA,NA,NA,NA,NA,NA,NA,NA,0.02284982074,0.036462231928,NA,NA,NA,366.0541282548,615.84709726392,NA,NA,NA,16020,16890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15350.0000009681,16239.9999998646,1279.16666674734,1353.33333332205
"92","TUN","Tunisia","Middle East & North Africa","Africa",3.61161420419,3.52193450006,0.04875,0.0440625,0.0428125,0.0386958664734643,0.0393073046881696,0.0156,0.0141,0.0137,0.01238267727,0.012075204,61.776,52.875,48.224,43.339370445,40.57268544,3960,3750,3520,3500,3360,3.2,3.2,3.2,3.2,3.2,1267.2,1200,1126.4,1120,1075.2,"2015","2015","2015","2015","2015",3500.0000004264,3500.00000005963,291.6666667022,291.666666671635
"93","TUR","Turkey","Europe & Central Asia","Asia",4.55396555933,4.255009722456,0.0561904761904762,0.0559090909090909,0.0259090909090909,0.0238385913069098,0.0241510342774913,0.0118,0.0123,0.0057,0.00499977921,0.004919086384,141.128,137.514,62.13,52.0976993682,47.27242015024,11960,11180,10900,10420,9610,2.1,2.2,2.2,2.2,2.2,2511.6,2459.6,2398,2292.4,2114.2,"2015","2016","2017","2018","2018",10929.9999893315,10380.0000007221,910.833332444294,865.000000060174
"94","UGA","Uganda","Sub-Saharan Africa","Africa",4.03744841198,4.004791667017,1.1084,0.6132,0.648,0.25839669836672,0.246448717970277,0.2771,0.1533,0.162,0.08074896824,0.077512096781,229.993,121.107,119.88,60.56172618,60.45943548918,830,790,740,750,780,2.5,2.5,2.5,2.5,2.5,207.5,197.5,185,187.5,195,"2016","2016","2016","2016","2016",599.999999997028,619.999999999794,49.9999999997523,51.6666666666495
"95","UKR","Ukraine","Europe & Central Asia","Europe",2.69881252249,2.828671249761,NA,NA,NA,0.0275389032907143,0.0239819520963205,NA,NA,NA,0.01355052313,0.012760922931,NA,NA,NA,37.941464764,43.00431027747,NA,NA,NA,2800,3370,NA,NA,NA,4.2,4.2,NA,NA,NA,1176,1415.4,NA,NA,NA,"2018","2018",2389.99999920151,2660.00000005266,199.166666600126,221.666666671055
"96","UZB","Uzbekistan","Europe & Central Asia","Asia",3.02458227338,2.939522466642,NA,NA,NA,0.0619579844325026,0.0675752291182069,NA,NA,NA,0.01833080166,0.017462509703,NA,NA,NA,37.0282193532,31.4325174654,NA,NA,NA,2020,1800,NA,NA,NA,2.9,2.9,NA,NA,NA,585.8,522,NA,NA,NA,"2003","2003",1979.99999965959,2019.99999997961,164.999999971632,168.333333331634
"97","VEN","Venezuela","Latin America & Caribbean","Americas",NA,NA,NA,NA,NA,NA,NA,0.0351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","VNM","Vietnam","East Asia & Pacific","Asia",2.14875693608,2.147389166586,0.105,0.04,0.0352,0.043703530903322,0.0405805826756409,0.0273,0.0104,0.0088,0.01188252684,0.010736945833,53.781,21.632,18.656,28.0427633424,27.27184241582,1970,2080,2120,2360,2540,2.6,2.6,2.5,2.5,2.5,512.2,540.8,530,590,635,"2016","2016","2018","2018","2018",2169.99999917189,2399.99999998435,180.833333264324,199.999999998696
"99","YEM","Yemen","Middle East & North Africa","Asia",NA,NA,0.416,0.446333333333333,NA,NA,NA,0.1248,0.1339,NA,NA,NA,143.52,143.273,NA,NA,NA,1150,1070,970,NA,NA,3,3,3,NA,NA,345,321,291,NA,NA,"2014","2014","2014",NA,NA,NA,NA,NA,NA
"100","ZMB","Zambia","Sub-Saharan Africa","Africa",4.20256163513,3.896486667725,1.494,1.225,1.225,0.345416024805206,0.322467862156552,0.1494,0.1225,0.1225,0.03879287663,0.032697790219,236.052,167.825,159.25,56.6375998798,47.41179581755,1580,1370,1300,1460,1450,1,1,1,1,1,158,137,130,146,145,"2015","2015","2015","2015","2015",1300.00000006599,1429.99999998563,108.333333338833,119.166666665469
"101","ZWE","Zimbabwe","Sub-Saharan Africa","Africa",15,15,NA,1.7872,1.3188,0.470588235294118,0.517985611510791,NA,0.4468,0.3297,0.1978021978,0.100558659218,NA,576.372,448.392,302.637362634,139.77653631302,1280,1290,1360,1530,1390,2.5,2.5,2.5,2.5,2.5,320,322.5,340,382.5,347.5,"2017","2017","2017","2017","2017",910.000000010111,1789.99999999781,75.8333333341759,149.166666666484
